nsec	volume	sqrtvolume	bidprice	bidsize	askprice	asksize	emavol0	emavol1	emabid0	emabid1	emaask0	emaask1	emaspr0	emaspr1	cluster1
44190	2042254	209685	1285300	14	1287000	251	209666	207885	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1580.65	1763.6	128.637
44200	2042795	209755	1284000	1	1286000	451	209683	207946	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1662.23	1766.64	637.263
44210	2042795	209755	1284000	1	1285800	151	209704	208005	1.28E+06	1.28E+06	1.29E+06	1.29E+06	1725.57	1770.76	482.693
44220	2043100	209792	1283000	7	1285500	100	209722	208063	1.28E+06	1.28E+06	1.29E+06	1.29E+06	1753.5	1772.06	721.004
44230	2043630	209860	1282200	1	1283000	451	209754	208121	1.28E+06	1.28E+06	1.29E+06	1.29E+06	1656.78	1762.26	1203.83
44240	2043731	209871	1282000	1	1283000	451	209786	208178	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1450.97	1734.8	1208.2
44250	2044244	209934	1280900	1	1282900	100	209812	208234	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1384.27	1717.08	1593.43
44260	2044245	209935	1280800	1	1282500	51	209847	208290	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1505.83	1720.4	1470.54
44270	2045496	210086	1278500	1	1281500	193	209893	208346	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1710.38	1735.62	2559.53
44280	2045596	210096	1278600	110	1281400	462	209950	208403	1.28E+06	1.28E+06	1.28E+06	1.29E+06	2052.05	1774.46	2360.92
44290	2045596	210096	1279100	205	1281200	151	209991	208459	1.28E+06	1.28E+06	1.28E+06	1.29E+06	2092.72	1788.43	1617.49
44300	2046202	210175	1278400	112	1281000	366	210031	208513	1.28E+06	1.28E+06	1.28E+06	1.29E+06	2112.08	1800.26	1841.01
44310	2046381	210201	1278400	3	1280800	367	210077	208568	1.28E+06	1.28E+06	1.28E+06	1.29E+06	2234.47	1824.73	1846.16
44320	2046381	210201	1278400	3	1280700	552	210112	208622	1.28E+06	1.28E+06	1.28E+06	1.29E+06	2260.62	1841.29	1332.95
44330	2047073	210276	1279400	1	1280500	552	210144	208674	1.28E+06	1.28E+06	1.28E+06	1.29E+06	2187.13	1847.3	1675.4
44340	2047882	210373	1276000	201	1279600	252	210196	208729	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2223.35	1859.62	2386.23
44350	2047882	210373	1276100	1300	1279400	252	210246	208782	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2569.79	1911.9	1844.74
44360	2048677	210466	1276300	100	1279300	277	210291	208836	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2760.47	1955.69	2293.69
44370	2048777	210476	1276600	100	1278700	101	210343	208889	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2701.12	1975.83	2172.99
44380	2052417	210780	1276000	200	1277400	101	210423	208946	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2465.77	1972.86	5462.26
44390	2054607	211015	1278000	295	1278900	100	210562	209010	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2220.55	1961.53	7181.01
44400	2055207	211085	1275900	450	1278900	100	210705	209078	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2253.63	1971.75	7367.83
44410	2055207	211085	1276000	307	1278100	46	210813	209143	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2323.66	1990.17	5708.15
44420	2055536	211127	1276300	21	1278100	46	210894	209207	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2222.37	1989.7	4627.82
44430	2056295	211215	1274900	103	1276400	146	210973	209272	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2012.96	1973.33	5095.23
44440	2056790	211270	1271400	200	1275800	46	211054	209337	1.28E+06	1.28E+06	1.28E+06	1.28E+06	2511.6	2029.65	5104.42
44450	2056790	211270	1272000	200	1275800	146	211116	209400	1.27E+06	1.28E+06	1.28E+06	1.28E+06	2949.69	2096.53	3612.34
44460	2062015	211611	1271900	295	1274000	46	211239	209471	1.27E+06	1.28E+06	1.28E+06	1.28E+06	2806.08	2109.25	7750.63
44470	2062015	211611	1271900	603	1274000	46	211345	209541	1.27E+06	1.28E+06	1.28E+06	1.28E+06	2605.65	2108.94	5401.16
44480	2063037	211762	1271900	150	1273400	46	211437	209610	1.27E+06	1.28E+06	1.28E+06	1.28E+06	2343.92	2095.83	5640.65
44490	2064128	211890	1270400	303	1273100	101	211563	209685	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2400.48	2109.79	6139.73
44500	2064207	211905	1270400	204	1273100	201	211659	209757	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2485.51	2129.14	5422.24
44510	2064207	211905	1270400	244	1272900	100	211729	209828	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2544.4	2147.66	3718.82
44520	2066840	212218	1274600	101	1276700	1	211822	209901	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2436.06	2148.75	5825.12
44530	2066840	212218	1274700	213	1276700	301	211934	209977	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2320.09	2144.88	4720.08
44540	2066949	212231	1274700	113	1276500	100	212016	210050	1.27E+06	1.28E+06	1.28E+06	1.28E+06	2195.95	2136.47	3583.95
44550	2067049	212241	1275000	214	1276600	230	212080	210122	1.27E+06	1.28E+06	1.28E+06	1.28E+06	2030.66	2119.4	3242.63
44560	2067049	212241	1275000	469	1276500	460	212126	210192	1.27E+06	1.28E+06	1.28E+06	1.28E+06	1880.74	2099.18	2181.27
44570	2067413	212281	1275000	469	1276500	160	212168	210260	1.27E+06	1.28E+06	1.28E+06	1.28E+06	1772.66	2079.54	2202.69
44580	2067881	212338	1275000	517	1276600	200	212209	210327	1.27E+06	1.28E+06	1.28E+06	1.28E+06	1719.21	2063.23	2443.26
44590	2069659	212547	1272900	49	1274600	200	212283	210397	1.27E+06	1.28E+06	1.28E+06	1.28E+06	1716.13	2051.52	4017.01
44600	2070012	212593	1272100	1	1274300	204	212360	210468	1.27E+06	1.28E+06	1.28E+06	1.28E+06	1784.52	2048.34	4083.95
44610	2070363	212640	1271400	301	1273900	100	212432	210538	1.27E+06	1.28E+06	1.28E+06	1.28E+06	1911.79	2054.18	4204.01
44620	2070875	212703	1268900	1	1272200	103	212500	210608	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2080.41	2068.44	4443.98
44630	2070879	212706	1268000	250	1271200	100	212558	210677	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2296.35	2094.39	3780.25
44640	2071261	212742	1267600	85	1269100	100	212604	210744	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2354.74	2109.47	3964.04
44650	2072986	212932	1269400	100	1271100	1	212667	210812	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2116.24	2089.74	5448.92
44660	2073325	213009	1269300	307	1271500	275	212760	210883	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2112.59	2089.79	5437.82
44670	2073341	213013	1269300	308	1271400	100	212831	210953	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2134.45	2093.1	4178.7
44680	2073747	213073	1269400	157	1271400	200	212894	211022	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2181.48	2099.71	4294.74
44690	2074047	213110	1268700	103	1270600	100	212952	211090	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2158.07	2099.66	4188.4
44700	2074150	213128	1268600	102	1270800	300	213002	211157	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2151.06	2100.67	3768.53
44710	2076160	213358	1271300	405	1272300	1	213069	211225	1.27E+06	1.28E+06	1.27E+06	1.28E+06	2011.9	2087.61	5140.11
44720	2077732	213528	1268200	300	1272300	1	213187	211299	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2262.02	2110.89	6369.29
44730	2077732	213528	1268400	203	1272300	101	213284	211372	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2728.92	2169.82	4783.32
44740	2077732	213528	1268800	100	1272300	222	213353	211442	1.27E+06	1.27E+06	1.27E+06	1.28E+06	3000.41	2219.82	2717.79
44750	2079836	213773	1271000	300	1273100	100	213440	211515	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2941.63	2240.21	3957.7
44760	2080136	213797	1271400	101	1273500	1	213538	211589	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2675.28	2232.37	4006.41
44770	2080136	213797	1271600	100	1273500	1	213612	211662	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2487.95	2225.34	3235.64
44780	2080136	213797	1271800	115	1273500	1	213664	211732	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2283.77	2210.52	1977.44
44790	2080383	213828	1271000	1	1273100	100	213707	211800	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2203.09	2203	1597.52
44800	2080383	213828	1271000	218	1273100	100	213741	211866	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2173.82	2199.62	1200.08
44810	2080383	213828	1271000	218	1273100	100	213766	211931	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2152.87	2196.35	682.054
44820	2081295	213934	1271700	400	1273800	1	213805	211995	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2135.45	2192.9	1379.87
44830	2081595	213966	1272500	1	1273900	2	213844	212059	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2077.41	2184.79	1446.3
44840	2081621	213976	1271900	11	1273900	102	213880	212122	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2046.26	2177.5	1385.07
44850	2081721	213986	1272000	113	1273900	202	213908	212183	1.27E+06	1.27E+06	1.27E+06	1.28E+06	2011.76	2169.31	1324.75
44860	2082062	214023	1272200	500	1273900	202	213933	212242	1.27E+06	1.27E+06	1.27E+06	1.28E+06	1953.91	2157.67	1428.64
44870	2083761	214201	1271300	100	1272900	100	213973	212302	1.27E+06	1.27E+06	1.27E+06	1.28E+06	1880.22	2142.56	3030.65
44880	2084570	214293	1270100	1	1272100	100	214052	212366	1.27E+06	1.27E+06	1.27E+06	1.28E+06	1779.95	2122.34	3477.72
44890	2084571	214294	1269700	105	1271900	200	214121	212429	1.27E+06	1.27E+06	1.27E+06	1.28E+06	1885.63	2123.05	3225.41
44900	2084679	214313	1269200	1	1271000	307	214173	212491	1.27E+06	1.27E+06	1.27E+06	1.28E+06	1912.45	2118.71	2920.5
44910	2084681	214315	1268800	1	1270500	100	214213	212550	1.27E+06	1.27E+06	1.27E+06	1.28E+06	1850.54	2104.79	2527.06
44920	2084681	214315	1268800	1	1270300	100	214242	212608	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1790.95	2089.76	1871.26
44930	2086785	214542	1270500	601	1271200	100	214265	212664	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1671.54	2066.19	3649.82
44940	2087196	214591	1270500	201	1271700	384	214355	212727	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1513.11	2034.61	3851.37
44950	2087708	214648	1268600	1300	1271700	433	214432	212790	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1752.28	2042.73	3858.84
44960	2087778	214672	1268800	1104	1271600	125	214495	212851	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2101.39	2073.79	3245.75
44970	2089466	214855	1269700	306	1271600	40	214569	212913	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2052.06	2069.98	4750.27
44980	2089572	214868	1268500	401	1270700	544	214651	212977	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2032.49	2066.8	4455.02
44990	2090079	214934	1268700	100	1270500	239	214718	213039	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2051.6	2068.22	4435.84
45000	2090989	215049	1267600	1	1269700	344	214800	213104	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2019.1	2063.53	5077.77
45010	2095179	215480	1268700	62	1270400	7	214940	213175	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1849.57	2043.08	8802.9
45020	2095179	215480	1268700	68	1270400	8	215094	213251	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1807.11	2031.83	7167.09
45030	2095279	215490	1268800	270	1270400	7	215206	213324	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1754.55	2018.48	6085.8
45040	2095279	215490	1268800	609	1270400	7	215286	213395	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1710.68	2004.76	4312.53
45050	2095279	215490	1268800	709	1270400	7	215344	213464	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1679.26	1991.49	2311.66
45060	2095279	215490	1269400	217	1270400	7	215386	213530	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1652.77	1978.25	936.6
45070	2099376	215935	1269800	462	1271100	300	215516	213606	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1546.06	1955.11	4792.15
45080	2103100	216346	1269800	162	1270800	200	215711	213691	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1439.68	1929.46	8239.31
45090	2107371	216807	1269700	100	1270400	552	215961	213785	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1269.45	1893.77	12182.4
45100	2108322	216901	1268300	100	1269800	200	216222	213887	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1292.39	1875.41	12235.6
45110	2110424	217115	1268600	103	1270200	639	216453	213990	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1202.52	1844.94	13774.7
45120	2110424	217115	1268600	150	1270200	500	216641	214092	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1315.35	1836.91	11203.1
45130	2110424	217115	1268600	150	1270200	725	216775	214191	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1396.16	1829.14	6895.08
45140	2110424	217115	1268600	150	1270200	825	216872	214287	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1454.02	1821.63	3208.82
